,country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year,gdp_for_year ($),gdp_per_capita ($),generation
264,Grenada,1988,male,25-34 years,2,6700,29.85,Grenada1988,,236357519,2707,Boomers
265,Grenada,1988,female,15-24 years,1,11700,8.55,Grenada1988,,236357519,2707,Generation X
266,Grenada,1988,male,15-24 years,1,11900,8.4,Grenada1988,,236357519,2707,Generation X
267,Grenada,1988,female,25-34 years,0,6700,0.0,Grenada1988,,236357519,2707,Boomers
268,Grenada,1988,female,35-54 years,0,6400,0.0,Grenada1988,,236357519,2707,Silent
269,Grenada,1988,female,5-14 years,0,12300,0.0,Grenada1988,,236357519,2707,Generation X
270,Grenada,1988,female,55-74 years,0,5200,0.0,Grenada1988,,236357519,2707,G.I. Generation
271,Grenada,1988,female,75+ years,0,2000,0.0,Grenada1988,,236357519,2707,G.I. Generation
272,Grenada,1988,male,35-54 years,0,5900,0.0,Grenada1988,,236357519,2707,Silent
273,Grenada,1988,male,5-14 years,0,12800,0.0,Grenada1988,,236357519,2707,Generation X
274,Grenada,1988,male,55-74 years,0,4500,0.0,Grenada1988,,236357519,2707,G.I. Generation
275,Grenada,1988,male,75+ years,0,1200,0.0,Grenada1988,,236357519,2707,G.I. Generation
276,Saint Vincent and Grenadines,1990,male,25-34 years,3,8514,35.24,Saint Vincent and Grenadines1990,,240365259,2553,Boomers
277,Saint Vincent and Grenadines,1990,male,55-74 years,1,4229,23.65,Saint Vincent and Grenadines1990,,240365259,2553,G.I. Generation
278,Saint Vincent and Grenadines,1990,male,35-54 years,1,7593,13.17,Saint Vincent and Grenadines1990,,240365259,2553,Silent
279,Saint Vincent and Grenadines,1990,female,15-24 years,0,11097,0.0,Saint Vincent and Grenadines1990,,240365259,2553,Generation X
280,Saint Vincent and Grenadines,1990,female,25-34 years,0,8323,0.0,Saint Vincent and Grenadines1990,,240365259,2553,Boomers
281,Saint Vincent and Grenadines,1990,female,35-54 years,0,7762,0.0,Saint Vincent and Grenadines1990,,240365259,2553,Silent
282,Saint Vincent and Grenadines,1990,female,5-14 years,0,13580,0.0,Saint Vincent and Grenadines1990,,240365259,2553,Generation X
283,Saint Vincent and Grenadines,1990,female,55-74 years,0,5128,0.0,Saint Vincent and Grenadines1990,,240365259,2553,G.I. Generation
284,Saint Vincent and Grenadines,1990,female,75+ years,0,1532,0.0,Saint Vincent and Grenadines1990,,240365259,2553,G.I. Generation
285,Saint Vincent and Grenadines,1990,male,15-24 years,0,11489,0.0,Saint Vincent and Grenadines1990,,240365259,2553,Generation X
286,Saint Vincent and Grenadines,1990,male,5-14 years,0,13853,0.0,Saint Vincent and Grenadines1990,,240365259,2553,Generation X
287,Saint Vincent and Grenadines,1990,male,75+ years,0,1041,0.0,Saint Vincent and Grenadines1990,,240365259,2553,G.I. Generation
288,Antigua and Barbuda,1985,female,15-24 years,0,7709,0.0,Antigua and Barbuda1985,,240923926,3850,Generation X
289,Antigua and Barbuda,1985,female,25-34 years,0,6344,0.0,Antigua and Barbuda1985,,240923926,3850,Boomers
290,Antigua and Barbuda,1985,female,35-54 years,0,6173,0.0,Antigua and Barbuda1985,,240923926,3850,Silent
291,Antigua and Barbuda,1985,female,5-14 years,0,7339,0.0,Antigua and Barbuda1985,,240923926,3850,Generation X
292,Antigua and Barbuda,1985,female,55-74 years,0,3778,0.0,Antigua and Barbuda1985,,240923926,3850,G.I. Generation
293,Antigua and Barbuda,1985,female,75+ years,0,949,0.0,Antigua and Barbuda1985,,240923926,3850,G.I. Generation
294,Antigua and Barbuda,1985,male,15-24 years,0,7667,0.0,Antigua and Barbuda1985,,240923926,3850,Generation X
295,Antigua and Barbuda,1985,male,25-34 years,0,6194,0.0,Antigua and Barbuda1985,,240923926,3850,Boomers
296,Antigua and Barbuda,1985,male,35-54 years,0,5970,0.0,Antigua and Barbuda1985,,240923926,3850,Silent
297,Antigua and Barbuda,1985,male,5-14 years,0,7304,0.0,Antigua and Barbuda1985,,240923926,3850,Generation X
298,Antigua and Barbuda,1985,male,55-74 years,0,2723,0.0,Antigua and Barbuda1985,,240923926,3850,G.I. Generation
299,Antigua and Barbuda,1985,male,75+ years,0,424,0.0,Antigua and Barbuda1985,,240923926,3850,G.I. Generation
300,Seychelles,1987,male,35-54 years,2,4600,43.48,Seychelles1987,,249267040,4276,Silent
301,Seychelles,1987,male,25-34 years,1,5800,17.24,Seychelles1987,,249267040,4276,Boomers
302,Seychelles,1987,female,15-24 years,0,7400,0.0,Seychelles1987,,249267040,4276,Generation X
303,Seychelles,1987,female,25-34 years,0,4800,0.0,Seychelles1987,,249267040,4276,Boomers
304,Seychelles,1987,female,35-54 years,0,4700,0.0,Seychelles1987,,249267040,4276,Silent
305,Seychelles,1987,female,5-14 years,0,7700,0.0,Seychelles1987,,249267040,4276,Generation X
306,Seychelles,1987,female,55-74 years,0,3600,0.0,Seychelles1987,,249267040,4276,G.I. Generation
307,Seychelles,1987,female,75+ years,0,1200,0.0,Seychelles1987,,249267040,4276,G.I. Generation
308,Seychelles,1987,male,15-24 years,0,7400,0.0,Seychelles1987,,249267040,4276,Generation X
309,Seychelles,1987,male,5-14 years,0,7900,0.0,Seychelles1987,,249267040,4276,Generation X
310,Seychelles,1987,male,55-74 years,0,2700,0.0,Seychelles1987,,249267040,4276,G.I. Generation
311,Seychelles,1987,male,75+ years,0,500,0.0,Seychelles1987,,249267040,4276,G.I. Generation
312,Grenada,1989,male,25-34 years,2,7029,28.45,Grenada1989,,267327630,3268,Boomers
313,Grenada,1989,male,55-74 years,1,4485,22.3,Grenada1989,,267327630,3268,G.I. Generation
314,Grenada,1989,male,35-54 years,1,6973,14.34,Grenada1989,,267327630,3268,Silent
315,Grenada,1989,female,15-24 years,0,9000,0.0,Grenada1989,,267327630,3268,Generation X
316,Grenada,1989,female,25-34 years,0,7050,0.0,Grenada1989,,267327630,3268,Boomers
317,Grenada,1989,female,35-54 years,0,7261,0.0,Grenada1989,,267327630,3268,Silent
318,Grenada,1989,female,5-14 years,0,11045,0.0,Grenada1989,,267327630,3268,Generation X
319,Grenada,1989,female,55-74 years,0,5946,0.0,Grenada1989,,267327630,3268,G.I. Generation
320,Grenada,1989,female,75+ years,0,1490,0.0,Grenada1989,,267327630,3268,G.I. Generation
321,Grenada,1989,male,15-24 years,0,9251,0.0,Grenada1989,,267327630,3268,Generation X
322,Grenada,1989,male,5-14 years,0,11332,0.0,Grenada1989,,267327630,3268,Generation X
323,Grenada,1989,male,75+ years,0,943,0.0,Grenada1989,,267327630,3268,G.I. Generation
324,Belize,1987,male,25-34 years,2,11815,16.93,Belize1987,,276550000,1920,Boomers
325,Belize,1987,male,35-54 years,1,10860,9.21,Belize1987,,276550000,1920,Silent
326,Belize,1987,male,15-24 years,1,18966,5.27,Belize1987,,276550000,1920,Generation X
327,Belize,1987,female,15-24 years,0,18791,0.0,Belize1987,,276550000,1920,Generation X
328,Belize,1987,female,25-34 years,0,11413,0.0,Belize1987,,276550000,1920,Boomers
329,Belize,1987,female,35-54 years,0,10635,0.0,Belize1987,,276550000,1920,Silent
330,Belize,1987,female,5-14 years,0,23345,0.0,Belize1987,,276550000,1920,Generation X
331,Belize,1987,female,55-74 years,0,5789,0.0,Belize1987,,276550000,1920,G.I. Generation
332,Belize,1987,female,75+ years,0,1535,0.0,Belize1987,,276550000,1920,G.I. Generation
333,Belize,1987,male,5-14 years,0,23793,0.0,Belize1987,,276550000,1920,Generation X
334,Belize,1987,male,55-74 years,0,5866,0.0,Belize1987,,276550000,1920,G.I. Generation
335,Belize,1987,male,75+ years,0,1261,0.0,Belize1987,,276550000,1920,G.I. Generation
336,Grenada,1990,male,35-54 years,1,6200,16.13,Grenada1990,,278098778,3391,Silent
337,Grenada,1990,male,15-24 years,1,11600,8.62,Grenada1990,,278098778,3391,Generation X
338,Grenada,1990,female,15-24 years,0,10500,0.0,Grenada1990,,278098778,3391,Generation X
339,Grenada,1990,female,25-34 years,0,4900,0.0,Grenada1990,,278098778,3391,Boomers
340,Grenada,1990,female,35-54 years,0,6600,0.0,Grenada1990,,278098778,3391,Silent
341,Grenada,1990,female,5-14 years,0,11500,0.0,Grenada1990,,278098778,3391,Generation X
342,Grenada,1990,female,55-74 years,0,5000,0.0,Grenada1990,,278098778,3391,G.I. Generation
343,Grenada,1990,female,75+ years,0,1700,0.0,Grenada1990,,278098778,3391,G.I. Generation
344,Grenada,1990,male,25-34 years,0,5500,0.0,Grenada1990,,278098778,3391,Boomers
345,Grenada,1990,male,5-14 years,0,13200,0.0,Grenada1990,,278098778,3391,Generation X
346,Grenada,1990,male,55-74 years,0,4400,0.0,Grenada1990,,278098778,3391,G.I. Generation
347,Grenada,1990,male,75+ years,0,900,0.0,Grenada1990,,278098778,3391,G.I. Generation
348,Saint Lucia,1986,male,35-54 years,3,8300,36.14,Saint Lucia1986,,289689704,2634,Silent
349,Saint Lucia,1986,male,25-34 years,2,8400,23.81,Saint Lucia1986,,289689704,2634,Boomers
350,Saint Lucia,1986,female,15-24 years,0,14800,0.0,Saint Lucia1986,,289689704,2634,Generation X
351,Saint Lucia,1986,female,25-34 years,0,9700,0.0,Saint Lucia1986,,289689704,2634,Boomers
352,Saint Lucia,1986,female,35-54 years,0,9800,0.0,Saint Lucia1986,,289689704,2634,Silent
353,Saint Lucia,1986,female,5-14 years,0,15200,0.0,Saint Lucia1986,,289689704,2634,Generation X
354,Saint Lucia,1986,female,55-74 years,0,6300,0.0,Saint Lucia1986,,289689704,2634,G.I. Generation
355,Saint Lucia,1986,female,75+ years,0,1600,0.0,Saint Lucia1986,,289689704,2634,G.I. Generation
356,Saint Lucia,1986,male,15-24 years,0,14600,0.0,Saint Lucia1986,,289689704,2634,Generation X
357,Saint Lucia,1986,male,5-14 years,0,15400,0.0,Saint Lucia1986,,289689704,2634,Generation X
358,Saint Lucia,1986,male,55-74 years,0,4900,0.0,Saint Lucia1986,,289689704,2634,G.I. Generation
359,Saint Lucia,1986,male,75+ years,0,1000,0.0,Saint Lucia1986,,289689704,2634,G.I. Generation
360,Antigua and Barbuda,1986,female,15-24 years,0,7668,0.0,Antigua and Barbuda1986,,290440148,4740,Generation X
361,Antigua and Barbuda,1986,female,25-34 years,0,6209,0.0,Antigua and Barbuda1986,,290440148,4740,Boomers
362,Antigua and Barbuda,1986,female,35-54 years,0,6101,0.0,Antigua and Barbuda1986,,290440148,4740,Silent
363,Antigua and Barbuda,1986,female,5-14 years,0,6907,0.0,Antigua and Barbuda1986,,290440148,4740,Generation X
364,Antigua and Barbuda,1986,female,55-74 years,0,3764,0.0,Antigua and Barbuda1986,,290440148,4740,G.I. Generation
365,Antigua and Barbuda,1986,female,75+ years,0,1014,0.0,Antigua and Barbuda1986,,290440148,4740,G.I. Generation
366,Antigua and Barbuda,1986,male,15-24 years,0,7563,0.0,Antigua and Barbuda1986,,290440148,4740,Generation X
367,Antigua and Barbuda,1986,male,25-34 years,0,6023,0.0,Antigua and Barbuda1986,,290440148,4740,Boomers
368,Antigua and Barbuda,1986,male,35-54 years,0,5947,0.0,Antigua and Barbuda1986,,290440148,4740,Silent
369,Antigua and Barbuda,1986,male,5-14 years,0,6827,0.0,Antigua and Barbuda1986,,290440148,4740,Generation X
370,Antigua and Barbuda,1986,male,55-74 years,0,2771,0.0,Antigua and Barbuda1986,,290440148,4740,G.I. Generation
371,Antigua and Barbuda,1986,male,75+ years,0,476,0.0,Antigua and Barbuda1986,,290440148,4740,G.I. Generation
372,Grenada,1991,female,15-24 years,0,8300,0.0,Grenada1991,,300757889,3650,Generation X
373,Grenada,1991,female,25-34 years,0,7100,0.0,Grenada1991,,300757889,3650,Boomers
374,Grenada,1991,female,35-54 years,0,7300,0.0,Grenada1991,,300757889,3650,Boomers
375,Grenada,1991,female,5-14 years,0,11800,0.0,Grenada1991,,300757889,3650,Millenials
376,Grenada,1991,female,55-74 years,0,5600,0.0,Grenada1991,,300757889,3650,Silent
377,Grenada,1991,female,75+ years,0,1900,0.0,Grenada1991,,300757889,3650,G.I. Generation
378,Grenada,1991,male,15-24 years,0,8600,0.0,Grenada1991,,300757889,3650,Generation X
379,Grenada,1991,male,25-34 years,0,7100,0.0,Grenada1991,,300757889,3650,Boomers
380,Grenada,1991,male,35-54 years,0,7100,0.0,Grenada1991,,300757889,3650,Boomers
381,Grenada,1991,male,5-14 years,0,12100,0.0,Grenada1991,,300757889,3650,Millenials
382,Grenada,1991,male,55-74 years,0,4400,0.0,Grenada1991,,300757889,3650,Silent
383,Grenada,1991,male,75+ years,0,1100,0.0,Grenada1991,,300757889,3650,G.I. Generation
384,Grenada,1993,male,35-54 years,2,7569,26.42,Grenada1993,,309812185,3632,Boomers
385,Grenada,1993,male,5-14 years,1,12833,7.79,Grenada1993,,309812185,3632,Millenials
386,Grenada,1993,female,15-24 years,0,8793,0.0,Grenada1993,,309812185,3632,Generation X
387,Grenada,1993,female,25-34 years,0,6771,0.0,Grenada1993,,309812185,3632,Boomers
388,Grenada,1993,female,35-54 years,0,7675,0.0,Grenada1993,,309812185,3632,Boomers
389,Grenada,1993,female,5-14 years,0,12426,0.0,Grenada1993,,309812185,3632,Millenials
390,Grenada,1993,female,55-74 years,0,5863,0.0,Grenada1993,,309812185,3632,Silent
391,Grenada,1993,female,75+ years,0,1785,0.0,Grenada1993,,309812185,3632,G.I. Generation
392,Grenada,1993,male,15-24 years,0,9153,0.0,Grenada1993,,309812185,3632,Generation X
393,Grenada,1993,male,25-34 years,0,6845,0.0,Grenada1993,,309812185,3632,Boomers
394,Grenada,1993,male,55-74 years,0,4505,0.0,Grenada1993,,309812185,3632,Silent
395,Grenada,1993,male,75+ years,0,1086,0.0,Grenada1993,,309812185,3632,G.I. Generation
396,Grenada,1992,female,15-24 years,0,8589,0.0,Grenada1992,,310160444,3713,Generation X
397,Grenada,1992,female,25-34 years,0,6770,0.0,Grenada1992,,310160444,3713,Boomers
398,Grenada,1992,female,35-54 years,0,7503,0.0,Grenada1992,,310160444,3713,Boomers
399,Grenada,1992,female,5-14 years,0,11972,0.0,Grenada1992,,310160444,3713,Millenials
400,Grenada,1992,female,55-74 years,0,5922,0.0,Grenada1992,,310160444,3713,Silent
401,Grenada,1992,female,75+ years,0,1675,0.0,Grenada1992,,310160444,3713,G.I. Generation
402,Grenada,1992,male,15-24 years,0,8935,0.0,Grenada1992,,310160444,3713,Generation X
403,Grenada,1992,male,25-34 years,0,6831,0.0,Grenada1992,,310160444,3713,Boomers
404,Grenada,1992,male,35-54 years,0,7405,0.0,Grenada1992,,310160444,3713,Boomers
405,Grenada,1992,male,5-14 years,0,12358,0.0,Grenada1992,,310160444,3713,Millenials
406,Grenada,1992,male,55-74 years,0,4530,0.0,Grenada1992,,310160444,3713,Silent
407,Grenada,1992,male,75+ years,0,1038,0.0,Grenada1992,,310160444,3713,G.I. Generation
408,Saint Vincent and Grenadines,1995,male,35-54 years,4,9078,44.06,Saint Vincent and Grenadines1995,,316008481,3293,Boomers
409,Saint Vincent and Grenadines,1995,male,55-74 years,1,4642,21.54,Saint Vincent and Grenadines1995,,316008481,3293,Silent
410,Saint Vincent and Grenadines,1995,male,25-34 years,1,9023,11.08,Saint Vincent and Grenadines1995,,316008481,3293,Generation X
411,Saint Vincent and Grenadines,1995,male,15-24 years,1,11449,8.73,Saint Vincent and Grenadines1995,,316008481,3293,Generation X
412,Saint Vincent and Grenadines,1995,female,15-24 years,0,11061,0.0,Saint Vincent and Grenadines1995,,316008481,3293,Generation X
413,Saint Vincent and Grenadines,1995,female,25-34 years,0,8575,0.0,Saint Vincent and Grenadines1995,,316008481,3293,Generation X
414,Saint Vincent and Grenadines,1995,female,35-54 years,0,8791,0.0,Saint Vincent and Grenadines1995,,316008481,3293,Boomers
415,Saint Vincent and Grenadines,1995,female,5-14 years,0,12450,0.0,Saint Vincent and Grenadines1995,,316008481,3293,Millenials
416,Saint Vincent and Grenadines,1995,female,55-74 years,0,5396,0.0,Saint Vincent and Grenadines1995,,316008481,3293,Silent
417,Saint Vincent and Grenadines,1995,female,75+ years,0,1681,0.0,Saint Vincent and Grenadines1995,,316008481,3293,G.I. Generation
418,Saint Vincent and Grenadines,1995,male,5-14 years,0,12625,0.0,Saint Vincent and Grenadines1995,,316008481,3293,Millenials
419,Saint Vincent and Grenadines,1995,male,75+ years,0,1203,0.0,Saint Vincent and Grenadines1995,,316008481,3293,G.I. Generation
420,Saint Lucia,1987,male,55-74 years,3,4900,61.22,Saint Lucia1987,,319998987,2875,G.I. Generation
421,Saint Lucia,1987,male,25-34 years,3,8900,33.71,Saint Lucia1987,,319998987,2875,Boomers
422,Saint Lucia,1987,male,35-54 years,2,8700,22.99,Saint Lucia1987,,319998987,2875,Silent
423,Saint Lucia,1987,male,15-24 years,2,14600,13.7,Saint Lucia1987,,319998987,2875,Generation X
424,Saint Lucia,1987,female,25-34 years,1,10200,9.8,Saint Lucia1987,,319998987,2875,Boomers
425,Saint Lucia,1987,female,15-24 years,0,14800,0.0,Saint Lucia1987,,319998987,2875,Generation X
426,Saint Lucia,1987,female,35-54 years,0,10000,0.0,Saint Lucia1987,,319998987,2875,Silent
427,Saint Lucia,1987,female,5-14 years,0,15000,0.0,Saint Lucia1987,,319998987,2875,Generation X
428,Saint Lucia,1987,female,55-74 years,0,6300,0.0,Saint Lucia1987,,319998987,2875,G.I. Generation
429,Saint Lucia,1987,female,75+ years,0,1600,0.0,Saint Lucia1987,,319998987,2875,G.I. Generation
430,Saint Lucia,1987,male,5-14 years,0,15300,0.0,Saint Lucia1987,,319998987,2875,Generation X
431,Saint Lucia,1987,male,75+ years,0,1000,0.0,Saint Lucia1987,,319998987,2875,G.I. Generation
432,Grenada,1994,male,35-54 years,3,7798,38.47,Grenada1994,,325111815,3735,Boomers
433,Grenada,1994,male,55-74 years,1,4475,22.35,Grenada1994,,325111815,3735,Silent
434,Grenada,1994,female,15-24 years,0,9108,0.0,Grenada1994,,325111815,3735,Generation X
435,Grenada,1994,female,25-34 years,0,6714,0.0,Grenada1994,,325111815,3735,Boomers
436,Grenada,1994,female,35-54 years,0,7908,0.0,Grenada1994,,325111815,3735,Boomers
437,Grenada,1994,female,5-14 years,0,12779,0.0,Grenada1994,,325111815,3735,Millenials
438,Grenada,1994,female,55-74 years,0,5796,0.0,Grenada1994,,325111815,3735,Silent
439,Grenada,1994,female,75+ years,0,1873,0.0,Grenada1994,,325111815,3735,G.I. Generation
440,Grenada,1994,male,15-24 years,0,9469,0.0,Grenada1994,,325111815,3735,Generation X
441,Grenada,1994,male,25-34 years,0,6811,0.0,Grenada1994,,325111815,3735,Boomers
442,Grenada,1994,male,5-14 years,0,13189,0.0,Grenada1994,,325111815,3735,Millenials
443,Grenada,1994,male,75+ years,0,1116,0.0,Grenada1994,,325111815,3735,G.I. Generation
444,Saint Vincent and Grenadines,1996,male,25-34 years,4,9020,44.35,Saint Vincent and Grenadines1996,,331489704,3450,Generation X
445,Saint Vincent and Grenadines,1996,male,35-54 years,2,9518,21.01,Saint Vincent and Grenadines1996,,331489704,3450,Boomers
446,Saint Vincent and Grenadines,1996,female,35-54 years,1,9172,10.9,Saint Vincent and Grenadines1996,,331489704,3450,Boomers
447,Saint Vincent and Grenadines,1996,male,15-24 years,1,11360,8.8,Saint Vincent and Grenadines1996,,331489704,3450,Generation X
448,Saint Vincent and Grenadines,1996,female,15-24 years,0,10978,0.0,Saint Vincent and Grenadines1996,,331489704,3450,Generation X
449,Saint Vincent and Grenadines,1996,female,25-34 years,0,8535,0.0,Saint Vincent and Grenadines1996,,331489704,3450,Generation X
450,Saint Vincent and Grenadines,1996,female,5-14 years,0,12189,0.0,Saint Vincent and Grenadines1996,,331489704,3450,Millenials
451,Saint Vincent and Grenadines,1996,female,55-74 years,0,5346,0.0,Saint Vincent and Grenadines1996,,331489704,3450,Silent
452,Saint Vincent and Grenadines,1996,female,75+ years,0,1733,0.0,Saint Vincent and Grenadines1996,,331489704,3450,G.I. Generation
453,Saint Vincent and Grenadines,1996,male,5-14 years,0,12360,0.0,Saint Vincent and Grenadines1996,,331489704,3450,Millenials
454,Saint Vincent and Grenadines,1996,male,55-74 years,0,4651,0.0,Saint Vincent and Grenadines1996,,331489704,3450,Silent
455,Saint Vincent and Grenadines,1996,male,75+ years,0,1233,0.0,Saint Vincent and Grenadines1996,,331489704,3450,G.I. Generation
456,Guyana,1991,male,75+ years,3,4103,73.12,Guyana1991,,336708419,514,G.I. Generation
457,Guyana,1991,male,35-54 years,22,63902,34.43,Guyana1991,,336708419,514,Boomers
458,Guyana,1991,male,25-34 years,20,61639,32.45,Guyana1991,,336708419,514,Boomers
459,Guyana,1991,male,15-24 years,25,78590,31.81,Guyana1991,,336708419,514,Generation X
460,Guyana,1991,female,15-24 years,20,83288,24.01,Guyana1991,,336708419,514,Generation X
461,Guyana,1991,male,55-74 years,4,24589,16.27,Guyana1991,,336708419,514,Silent
462,Guyana,1991,female,55-74 years,2,25913,7.72,Guyana1991,,336708419,514,Silent
463,Guyana,1991,female,35-54 years,4,64883,6.16,Guyana1991,,336708419,514,Boomers
464,Guyana,1991,female,25-34 years,3,64963,4.62,Guyana1991,,336708419,514,Boomers
465,Guyana,1991,male,5-14 years,2,88752,2.25,Guyana1991,,336708419,514,Millenials
466,Guyana,1991,female,5-14 years,0,88747,0.0,Guyana1991,,336708419,514,Millenials
467,Guyana,1991,female,75+ years,0,5251,0.0,Guyana1991,,336708419,514,G.I. Generation
468,Antigua and Barbuda,1987,female,15-24 years,0,7583,0.0,Antigua and Barbuda1987,,337174852,5595,Generation X
